Gene,Fold Change
Yeats2,-1.2864
Limd2,-1.2864
Fam133b,1.2863
Lin7b,1.2863
Miga2,1.2863
Rin2,-1.2861
Chek1,-1.2858
Tial1,1.2857
Pdk1,-1.2856
Flrt3,-1.2855
Ptms,1.2854
AI785253,-1.2852
Aaed1,1.2851
Kansl1l,-1.2851
Umad1,1.285
Retreg2,1.285
Skp2,-1.2849
Tomm34,1.2849
Dusp12,-1.2848
Dnaja4,1.2848
Cnnm4,-1.2848
Zxdb,1.2846
Numa1,1.2844
BM213145,-1.2843
Cacnb4,1.2843
Spsb3,1.2842
Sh3yl1,-1.2842
Fut9,1.2841
Trub2,-1.284
Map2k5,-1.2839
Nub1,1.2838
Prpf19,-1.2837
Fmc1,1.2837
Ip6k2,-1.2836
Plod2,-1.2836
Mtss1,1.2836
Fam19a5,1.2835
Riok2,-1.2835
Neto1,1.2834
Ndn,-1.2834
Arhgap25,1.2833
Raph1,1.2833
Rangrf,-1.283
Cbfa2t3,1.2829
Osgin2,-1.2828
Abtb1,1.2827
Fbxl12,1.2827
Kdm7a,-1.2826
Ctbp2,1.2826
Nsmf,-1.2826
9230104K21Rik,1.2825
Zeb2,-1.2825
Zfp84,-1.2824
Dnajc1,-1.2824
Rrs1,-1.2823
Tm6sf2,-1.2822
Relb,1.2822
8430408J09Rik,-1.2821
A530058O07Rik,-1.282
Asap1,1.282
Ercc6l,1.2818
Srrm3,1.2816
Eya4,1.2816
Cd47,1.2815
Lxn,1.2815
Grk2,1.2815
Ccdc30,-1.2815
Cul2,1.2814
Kcmf1,1.2814
Eif4ebp1,1.2814
Eps8,-1.2813
Rab6b,1.2813
Dcun1d5,-1.2813
9130019P16Rik,-1.2812
Tmed5,-1.2812
Ttc26,-1.2811
Nudt13,-1.281
Fchsd2,-1.281
Tmem131,-1.2809
Ccdc163,1.2806
Plppr5,1.2806
Sesn1,1.2806
Eny2,-1.2805
Fat3,-1.2805
Raly,1.2805
Mblac2,1.2805
Gnb4,-1.2804
Spice1,-1.2803
Scd2,1.2801
Morn4,-1.2801
Stk32b,-1.28
Ap1g2,-1.28
Prkcb,1.28
Mapk7,-1.2798
1439598_at,1.2798
3110002H16Rik,-1.2797
Cntln,-1.2797
Nrip1,-1.2797
2010204K13Rik,-1.2796
Pdlim2,1.2796
Uhrf1bp1l,1.2795
Bicd2,1.2795
Mxd1,1.2795
Bnip2,1.2794
Tusc1,-1.2793
Pgap2,-1.2793
Zwint,-1.2792
Ssh1,1.2791
Stk3,-1.2791
Cdc73,-1.2791
Tipin,1.279
Pramef8,1.2789
Cyfip1,-1.2789
Lipt1,-1.2788
Sh3glb1,1.2788
Tox,-1.2787
Higd1a,-1.2786
Vash1,-1.2786
Cpsf1,-1.2786
Pgbd5,-1.2785
Utp23,-1.2785
2810021J22Rik,-1.2785
Pim1,1.2785
Cyp4x1,1.2784
Slc35f5,-1.2783
Spaca6,1.2783
Zfp260,-1.2782
BC022687,-1.2782
Gid4,-1.2782
Cad,-1.2781
Dusp8,1.278
B230325K18Rik,1.278
Traip,-1.2779
Sdc1,1.2779
Cdr2l,1.2779
Ift27,1.2778
Sfmbt1,1.2777
Rhbdd1,1.2776
Chmp1b,-1.2775
2210016F16Rik,1.2774
Atp9a,1.2774
Mgll,1.2774
Fbp2,1.2774
Igbp1,1.2774
Plekha2,1.2773
Pqlc1,-1.2772
Rnf138,-1.2772
Ptprg,-1.2772
Ccsap,1.2771
2900064F13Rik,1.277
Apold1,-1.277
Glg1,1.2768
St8sia2,1.2768
Hsd3b7,1.2767
5430416B10Rik,1.2767
Specc1,1.2767
Fut11,1.2766
Nup98,1.2765
Fam184a,-1.2765
Chl1,-1.2765
Gmfb,-1.2764
Cttn,-1.2764
Stxbp1,1.2763
Neto1,1.2763
Fbxw2,-1.2762
Mrps25,-1.2762
Camta1,-1.2762
Iars,-1.2762
Mblac2,1.2762
1443012_at,-1.2762
Polr3g,1.2761
Stmn1,-1.2761
Odc1,-1.2759
Snx10,-1.2759
Immp2l,-1.2759
Aifm1,-1.2758
Nrep,-1.2758
Etv3,-1.2758
Prkab2,-1.2758
Setx,1.2758
Bex4,-1.2758
Esf1,-1.2758
Zfp341,1.2757
Selenom,-1.2756
Trp53inp2,1.2756
AV279792,-1.2755
Gpr22,-1.2755
Stxbp5l,1.2754
Atp13a5,1.2753
Slc1a4,-1.2753
Orai2,-1.2752
Pbx2,-1.2752
Tspan18,-1.2752
Trim63,1.2752
Polk,-1.2751
Zfp710,1.2751
Tubgcp2,-1.275
Abcg4,-1.2747
Aplp2,1.2747
Ispd,-1.2747
Wdr54,1.2745
Gas5,-1.2745
Lrrtm2,1.2744
Lpcat1,1.2743
Rufy3,-1.2743
Rab3ip,-1.2742
Rgl1,-1.2741
Fgfbp3,-1.2741
Cdyl,1.2741
1700025G04Rik,1.274
Gm19439,-1.274
Ap1s2,-1.2739
Rnf141,-1.2739
Thrsp,-1.2739
Fam222b,-1.2737
Fancb,-1.2737
1458069_at,-1.2737
Tapbp,1.2736
Lcat,1.2735
Sart3,1.2735
Elmo1,1.2734
Rela,1.2734
BC034090,1.2734
Nipa2,-1.2733
Rbfox3,1.2733
Neurl1a,1.2732
Ptpn11,1.273
BE950899,1.273
Ythdc1,-1.273
Mapk8ip1,1.2729
Slc40a1,-1.2727
Metap2,1.2727
Slc35c1,1.2727
A830091E24,-1.2727
Rep15,-1.2727
Gramd1b,-1.2726
Trim23,-1.2726
2900072G11Rik,-1.2725
Gm10699,-1.2725
Elk1,-1.2724
Nedd4l,-1.2724
Preb,1.2724
Snrnp40,-1.2724
Aggf1,-1.2724
Cops9,-1.2723
Ywhaz,1.2723
Cd5,1.2723
Cyth2,1.2723
2810032G03Rik,-1.2723
Etv3,-1.2723
Dgkg,1.2721
Tmem88,1.2718
Mmd2,-1.2718
Dlgap3,1.2717
Anapc10,-1.2717
Cc2d2a,-1.2716
Polr3c,1.2716
Nr2c2ap,-1.2715
Gemin4,-1.2714
Tbc1d9,1.2714
Tmem131l,-1.2713
Nudt18,1.2713
Lin7b,1.2711
Magi3,-1.2708
Rbbp5,-1.2708
Lims2,1.2707
Cds2,1.2707
5830407P18Rik,1.2705
Gsta3,1.2705
Pik3ca,1.2705
Galns,-1.2704
Slc25a27,1.2704
1458031_at,-1.2704
Tulp4,1.2703
Cenpb,1.2703
Zfp574,1.2703
Ankrd28,-1.2702
Nefl,1.2702
E230008J23Rik,-1.27
Nufip2,-1.27
Txnrd2,1.27
Axin2,1.2699
Idnk,1.2699
Slc25a29,-1.2699
Inha,1.2698
Cd164l2,1.2697
Ogfrl1,1.2697
Clec16a,-1.2697
Rpl12,-1.2696
Urod,1.2695
Ppig,-1.2694
Mm.453423,-1.2694
Dnmt3a,1.2692
Zfp574,1.2691
Smarcc2,1.2691
Hspa12a,1.269
Foxk2,1.2689
Gfap,1.2689
Slc19a1,1.2689
Slc25a27,1.2688
Crebrf,1.2688
Rab3gap2,-1.2687
Ppm1a,1.2687
Dynll1,-1.2686
Gm13308,-1.2686
B4galt6,-1.2685
1458657_at,1.2684
Psen1,1.2684
E430024I08Rik,1.2683
Camk1,1.2683
Umodl1,-1.2683
Rrs1,-1.2682
1444048_at,1.2682
Gm20033,-1.2681
Znrf2,-1.268
Bend3,1.268
Prkx,1.268
Ptch1,1.2679
Slf1,1.2679
Cdc40,-1.2677
Sardh,-1.2677
4930507D05Rik,-1.2677
Tagap,1.2677
Zfp385b,1.2677
Mpg,1.2676
9230118N17Rik,1.2676
Afdn,-1.2676
AV230488,-1.2675
Arhgap39,-1.2675
Itga8,-1.2675
BG063769,-1.2674
Camk1,1.2673
Ormdl1,-1.2673
Smc5,-1.2672
Ran,-1.2672
B3galt5,-1.267
Klhdc2,1.267
Mtg2,-1.2669
Myo18a,1.2669
Ntrk3,1.2669
Aasdhppt,-1.2669
Gk,-1.2668
Arid1a,1.2668
Ksr2,1.2668
Gm15577,-1.2667
Stxbp5l,1.2666
Fam206a,-1.2666
Hgh1,-1.2666
Med25,1.2664
Cyb561d2,-1.2664
Rnf32,-1.2663
Riox2,-1.2663
Yif1b,1.2662
Ago2,1.2662
Srgap3,-1.2662
Rbmx,-1.2662
Yme1l1,-1.2661
Vps9d1,1.266
Fbxo9,1.2659
AI551516,1.2659
Ppm1a,1.2658
Snd1,1.2657
BB376947,-1.2656
Mchr1,-1.2656
Cmss1,-1.2655
Bckdk,1.2654
AW123137,1.2652
Ccdc74a,-1.2652
BC030336,-1.2652
Psmd6,-1.2652
Atn1,1.2651
Pde3b,-1.265
Rnf20,-1.2649
Mlec,1.2648
Scn8a,-1.2648
Mpdz,1.2646
Pmepa1,1.2646
Zfpm2,1.2646
Mtmr9,-1.2646
Sgk1,1.2645
Tor1a,-1.2644
Ddhd1,1.2644
Dip2c,1.2644
Lgi3,1.2644
Rrp12,-1.2642
Flii,1.2642
Gng12,-1.2641
Aspg,1.2641
Shf,1.264
Pak3,-1.264
1446693_at,-1.264
Tcte2,1.2638
Braf,1.2638
Cryzl1,1.2637
D3Ertd751e,1.2635
Mapk11,1.2635
1441692_at,-1.2634
Abca5,-1.2633
Phka2,1.2633
Dvl1,1.2633
Slc25a12,1.2633
Snhg10,-1.2633
Tube1,-1.2632
Nav1,-1.2631
Prrc2c,-1.2631
2310068G24Rik,1.2631
Stau2,1.2631
Ctsb,1.263
Pex6,1.263
Mt1,-1.2628
Txnrd2,1.2628
Erf,1.2627
Rcbtb2,-1.2627
Cnn3,-1.2627
Stim2,-1.2626
Trim27,-1.2626
Gstz1,-1.2625
Rps6ka2,1.2625
Dhdds,1.2625
1446434_at,-1.2625
BB471462,-1.2624
Slc25a29,-1.2623
BE980582,-1.2623
Zfp574,1.2622
Mapk8,-1.2621
Hibadh,-1.2621
Arhgap20,1.2619
Zfas1,-1.2619
Ncald,1.2618
Ptgr2,1.2618
Gabrg3,1.2618
Rad54l,1.2618
Il27ra,-1.2618
Lrrc4,1.2617
Tcf3,1.2616
Zfp523,1.2616
Rufy2,-1.2616
Man2a2,1.2615
Slc25a29,-1.2614
Mknk1,-1.2613
Erc1,-1.2611
BE981420,1.2611
Psen1,1.2611
Abcc8,-1.2611
Psme4,1.261
AV280394,1.261
Ppp1ca,1.2609
Wdr77,-1.2609
Hmgb1,-1.2609
Shprh,-1.2608
Plppr1,1.2608
Cnnm2,1.2608
Pms2,1.2608
Nsa2,-1.2608
Zbtb20,-1.2608
2900018E21Rik,1.2607
Lrrc4c,1.2607
Rps20,-1.2607
Rps6ka3,1.2606
Cnbd2,-1.2605
Acaca,1.2602
Wdr11,-1.2601
Bag4,-1.2601
Sorl1,-1.26
Mmp17,-1.26
Slc38a1,1.2599
BB212075,1.2599
Jag2,1.2598
Zfyve9,1.2598
AI844718,-1.2596
Pdpk1,1.2595
Ppp4r2,-1.2593
Atp11c,1.2593
Chn2,-1.2592
Brd3,-1.2592
Col5a1,1.2592
Zfp74,-1.2592
Jakmip1,1.259
Stx6,1.259
Srek1,-1.2589
Dot1l,1.2589
Arpp19,1.2588
N4bp2l1,-1.2588
Pde4a,-1.2586
BG068793,1.2586
Uck2,-1.2584
Zfp599,-1.2583
Prnp,-1.2582
Ttc9,1.2582
Tnfrsf19,1.2581
Slc22a22,1.258
Nos1ap,-1.2579
Plpbp,1.2579
Ccnd2,1.2578
Evi5,-1.2577
Slc1a4,-1.2576
Pirb,1.2576
Camsap1,1.2576
Plcb1,1.2575
Usp27x,1.2575
Jak1,-1.2574
Lix1l,1.2574
Prpf19,-1.2573
BB498693,1.2573
Mrps33,1.2573
Nfxl1,-1.2572
Sypl,-1.2572
Snta1,1.2572
H2afz,1.2572
AW108310,-1.2572
Dclk1,-1.2571
Zfp316,1.2571
Rchy1,-1.257
Arfgef2,1.257
Mrps12,1.257
AW549877,-1.2569
Gtdc1,-1.2569
Mettl25,1.2568
Tesk2,1.2568
Dusp26,1.2568
Ints1,1.2568
Prps2,-1.2567
Gemin2,-1.2566
BG092263,1.2566
Ccnt2,-1.2565
Ptpn5,1.2565
1444827_at,-1.2565
Zfp983,1.2563
Tvp23b,-1.2563
Ifnar2,1.2562
Gemin8,-1.2562
Asb8,1.256
Wdr41,-1.2559
Dctn1,1.2558
Dda1,-1.2557
BC059841,1.2557
Sptlc2,1.2557
Zfp142,1.2556
Leng8,1.2556
2310058N22Rik,-1.2554
BE951804,-1.2553
Zfp871,-1.2552
Arhgap26,-1.2552
B230217C12Rik,1.2551
Sptb,1.2549
Pla2g6,1.2549
Prpf8,1.2548
Yif1a,1.2548
Zfp932,-1.2548
Mul1,1.2546
Scaper,-1.2545
Apcdd1,-1.2544
Ica1,1.2544
Atp8a1,1.2544
Msc,-1.2544
Rcn2,-1.2542
Xpr1,-1.2541
D13Ertd324e,1.2541
Bclaf3,1.254
Lancl3,-1.2539
Rmnd5a,1.2538
Cask,1.2538
Snrnp48,-1.2537
Dido1,-1.2537
Ccl3,1.2537
Gm10776,1.2536
Nrxn1,-1.2536
Slc2a6,-1.2535
6330531I01Rik,1.2535
Elof1,1.2535
Atp9a,1.2534
Klhl23,1.2534
Fam90a1b,-1.2534
Igdcc4,-1.2534
1443719_x_at,1.2532
Amigo1,1.2532
Kcnj10,1.2532
Pprc1,-1.2532
Ppm1m,1.2531
Med8,1.2531
Ptprd,1.253
Mllt1,1.2529
St7,-1.2528
Nif3l1,-1.2528
Rbfox3,1.2527
D930048N14Rik,1.2526
3110038A09Rik,-1.2525
Mrpl49,-1.2525
Zmat4,-1.2525
Pgam5,-1.2525
Rimbp3,1.2524
Dars2,-1.2522
Ppif,-1.2522
Acat1,-1.2521
8430436C05Rik,-1.2521
Dlk2,1.252
Trappc12,1.252
BE630073,-1.252
Top1,-1.2519
Sp1,1.2519
Ccnd2,1.2519
Apol11b,-1.2518
Syncrip,-1.2517
Cdk5rap3,-1.2517
Zmynd19,-1.2516
Baat,1.2516
Macrod2,-1.2515
Capn1,1.2515
Nhsl2,-1.2514
Zbtb3,-1.2514
BG069046,-1.2514
Nap1l1,-1.2514
Trim27,-1.2514
Bcs1l,-1.2513
AI837181,1.2512
4933406C10Rik,1.2512
BB533647,1.2512
Mm.412533,1.2511
Pfkfb4,1.2511
Glo1,-1.2511
BM939341,-1.2509
Camk4,1.2509
Ntrk2,-1.2508
Rac1,1.2508
Bbs4,-1.2508
Drc1,1.2507
Usp3,1.2507
Gadd45g,1.2507
Mrps26,-1.2507
Cdc73,-1.2507
Hnrnpdl,1.2506
Krt222,-1.2505
Cd47,1.2505
Txnrd1,-1.2505
Mfap3,-1.2504
Ddx46,1.2502
Fbxo45,1.2502
Nr4a1,1.2502
Aasdhppt,-1.2501
2900009J20Rik,1.2501
BC052040,-1.2501
Noct,-1.2499
Gm6297,-1.2499
Mapt,1.2499
Tial1,-1.2498
BB283369,1.2497
Helq,1.2496
Igf2bp3,1.2495
Tmem38b,-1.2494
Slc22a15,-1.2493
Tspan33,-1.2493
Dbndd2,1.2492
Mettl7a1,-1.2492
Prpf40a,-1.2491
Pdzd2,1.2491
Fam110b,-1.2491
Zfp956,-1.2489
Ptprs,1.2488
Phf14,-1.2488
Ppargc1a,1.2487
Id4,-1.2487
Fam96a,-1.2487
Mlip,1.2486
Sin3a,1.2485
Dio2,-1.2484
Nr2c1,-1.2484
Hpn,1.2483
Rlf,-1.2483
BM244074,-1.2482
Ergic2,-1.2482
Zfp286,-1.2481
B3galt1,-1.2481
1458605_at,-1.248
Atp9b,1.248
Dph7,-1.2479
Pja1,1.2478
Tbc1d14,-1.2478
Lrrc8d,-1.2477
LOC106740,-1.2475
Prkrip1,1.2475
Nadk2,-1.2475
Zfp740,1.2473
Adh5,1.2472
Fkbp2,1.2471
Ptprd,1.2471
BB396862,1.247
Cuta,1.247
Tecr,1.247
Ubap2l,1.2468
Kank3,1.2468
Top1,-1.2468
Rnf165,-1.2467
Tceanc2,-1.2466
2900076A07Rik,-1.2466
Mzt2,-1.2466
Mycbp2,-1.2466
Ptprg,-1.2464
1445085_at,1.2464
Fam122a,-1.2461
Senp7,-1.246
Zfp451,-1.246
Rfwd3,1.246
Hist3h2ba,1.2459
Atxn2,1.2459
Xpr1,-1.2458
BG074686,1.2458
Ethe1,1.2458
Vcan,1.2457
Smarcad1,-1.2457
Slc9a3r2,1.2456
Pdk1,-1.2455
Myl6b,-1.2455
Mthfd2,-1.2453
Naa50,1.2453
Ankrd33b,1.2452
Sec14l2,1.2452
BE943883,1.2451
Cd2bp2,-1.2451
Usp7,1.245
Poli,-1.2449
2210011C24Rik,1.2449
D2Bwg1423e,1.2449
Peli2,-1.2449
Alg6,-1.2448
Plcxd1,1.2448
Spout1,-1.2448
Traf3,-1.2447
Nup43,-1.2447
Nrxn1,-1.2446
Nr2f6,1.2446
Tpd52,1.2446
Slc1a3,-1.2446
Rpgr,-1.2446
3110039I08Rik,1.2445
Stk4,-1.2445
Scrn3,1.2444
Ufm1,-1.2443
Wdyhv1,1.2443
Arhgef18,1.2443
Cep192,-1.2443
2310034G01Rik,-1.2441
Tgoln1,1.2441
Dap,1.2441
Ndn,-1.244
Rwdd4a,-1.244
BM938299,-1.2439
Rai1,1.2439
Fam58b,1.2439
Fam136a,-1.2438
Ppp2r2a,1.2438
Aak1,1.2438
Zfand4,-1.2437
AW121686,-1.2437
Paqr4,1.2437
Pxk,1.2437
Gm20120,-1.2436
H2afy2,1.2435
Sh3gl2,1.2435
Polr1a,-1.2434
Spag5,1.2434
Arntl,1.2434
Rtfdc1,1.2433
Fam219a,1.2433
9630013A20Rik,1.2433
Epb41l4b,1.2433
Psmg2,-1.2433
St18,-1.2432
Ap5z1,-1.2432
Fnbp4,1.2432
Abca1,-1.2431
Pbld2,1.2429
Tstd1,-1.2427
Amer1,1.2427
Commd6,-1.2426
Gid4,-1.2426
Gpnmb,-1.2425
Zdhhc3,1.2425
Gpr162,1.2425
Tmsb4x,-1.2425
Stox2,-1.2424
Pcyt1a,1.2423
Syap1,-1.2423
Bcl10,1.2422
Mfap3,-1.2422
Klf9,1.2421
Ipo4,-1.2421
Mrpl49,-1.242
Fbxl12os,-1.2419
Rnf157,1.2419
Kcnmb1,1.2419
Zbtb33,-1.2419
Sox3,1.2418
Bcl10,1.2418
B230354K17Rik,-1.2417
Derl2,-1.2417
2900055J20Rik,1.2416
Armcx2,-1.2416
Bmp2k,-1.2415
Poc1a,1.2415
Mecr,1.2415
Amot,-1.2415
Mbtps2,-1.2414
Gpatch2l,1.2414
Cbfa2t3,1.241
9530077C05Rik,-1.241
1441482_at,-1.2409
Fbxo22,1.2409
Rfx5,1.2407
Exoc8,1.2406
Cenpj,-1.2406
Cadm1,-1.2406
Map2k5,-1.2405
Tcaf1,-1.2404
Braf,1.2404
5730408K05Rik,-1.2404
Zfp383,-1.2404
BE980330,-1.2404
Ccl21b,1.2403
Aimp2,1.2403
Gpr173,-1.2402
Rap2a,-1.24
Hipk2,-1.24
Fbxo42,1.24
Itga9,1.2399
Gk,-1.2398
Umps,-1.2397
Capzb,-1.2397
Phf2,1.2397
Cttn,-1.2397
Ankrd37,1.2396
Aplp2,1.2395
Scyl1,1.2395
Abcg1,1.2395
Sult2b1,1.2395
Pde10a,-1.2395
Etv3,-1.2393
B4galt6,-1.2391
Hmgn3,-1.239
Rsrc2,-1.239
H2-D1,1.239
Ptms,1.239
Ube2o,1.2389
AI504626,1.2388
BB085654,-1.2388
Psmg2,-1.2388
B4galt1,-1.2388
Dbndd2,1.2387
Cks2,1.2387
Pdhx,-1.2386
Atmin,1.2385
Memo1,-1.2384
Pcdh10,-1.2384
Pou3f3,1.2383
6530401F13Rik,-1.2382
BM239035,-1.2382
Vti1a,1.2382
Adra2a,1.2382
Tgfb2,1.2382
Bbs4,-1.238
Ralgps2,-1.238
Lrfn1,1.238
Psmg4,-1.238
Gdpgp1,-1.238
Mm.447550,-1.238
Orai2,-1.2379
Sorl1,-1.2379
Rfxank,1.2379
A830039H05Rik,-1.2378
Pex2,1.2378
Chrdl1,1.2377
Pde7a,-1.2375
Sh3gl2,1.2375
Magee1,1.2375
Tmem50b,-1.2374
Cisd2,1.2374
Des,1.2373
Ago1,1.2373
1700037H04Rik,1.2372
Kcnd1,-1.2372
5-Sep,1.2371
Gm15535,1.2371
Nanos1,1.2371
Pdxp,-1.237
Pias2,-1.237
Msh2,1.237
Ikzf2,1.237
Fam220a,1.237
Slc25a26,-1.2369
Chmp2b,-1.2369
Dopey2,1.2367
Oma1,-1.2367
Armc8,1.2366
Pcbp2,1.2366
Ift27,1.2365
Telo2,-1.2364
Scd1,1.2364
Jrk,1.2363
Brwd1,1.2363
Nkain2,-1.2361
Mapkapk3,1.2361
Mis12,-1.2361
Mgat5,1.2359
1446386_at,1.2358
2610020C07Rik,1.2358
Ankrd12,-1.2357
BQ101405,1.2356
Ikbkb,-1.2355
Ctbp2,1.2355
Klkb1,1.2355
Ppp1cb,-1.2354
Fbxw11,-1.2354
Gtf2a1,-1.2354
Isca1,1.2353
Aco1,-1.2353
BB428304,-1.2352
Gas2,-1.2352
Pdcl,-1.235
Dym,-1.2349
Thumpd3,-1.2349
Grin2b,-1.2348
Svip,-1.2348
Gmppa,1.2347
Phf21a,1.2347
Slc38a2,1.2346
Icam4,1.2346
Acbd3,-1.2345
Rnf26,1.2344
BE993099,1.2344
Mcat,-1.2344
Zfp729b,-1.2343
Ctu1,-1.2343
Trove2,-1.2343
Odf2,-1.2343
Rps13,-1.2343
Sdccag8,-1.2342
Vps52,-1.2342
Tmem241,-1.2341
Cdadc1,1.2341
Cbr4,-1.2341
Pgrmc1,-1.234
Kdm2b,-1.234
Zmiz1,1.2339
Shank3,1.2339
BE994735,1.2338
Stub1,1.2337
Iscu,1.2337
Fbxo3,-1.2336
Ar,1.2336
Lacc1,-1.2335
Deup1,-1.2335
Chd9,1.2334
Bbs1,-1.2334
Ppp1r3f,1.2332
Jpt1,1.2332
Ykt6,-1.2331
Clu,1.2331
Tfe3,1.2331
Zmynd8,1.2331
BE945021,-1.2331
Tyw5,-1.2331
Gatb,-1.233
Cul3,1.233
BB003660,1.233
Dusp8,1.233
Cyth3,-1.233
Simc1,-1.2329
Tnrc6a,1.2329
Adamtsl5,1.2329
Entpd5,1.2329
Slc25a15,-1.2329
Zfp277,-1.2328
Ubap2l,1.2328
Pdxdc1,1.2328
BG797330,1.2327
Hps3,-1.2327
Ttc21b,-1.2326
Strada,1.2326
Cbx6,1.2326
Rnf115,-1.2325
AI449212,-1.2323
Bcl2,1.2323
Gstcd,1.2322
Ampd2,1.2322
Srprb,-1.232
Snx13,1.232
AW552008,1.232
Ypel3,1.232
Riox2,-1.232
Defa5,1.2318
BM120889,1.2317
Mbnl1,1.2317
Nit2,-1.2317
Dnal1,-1.2316
Sec63,-1.2316
Aasdh,-1.2315
AI605517,-1.2315
Ube4b,1.2315
Metrn,1.2315
Rfc5,1.2315
Arid2,1.2315
Gabpa,-1.2315
St3gal2,1.2314
Xrcc3,1.2314
Ift122,-1.2312
Mapkap1,1.2312
BB505010,1.2312
Zmiz1,1.2312
Ap3m2,-1.2311
Arap3,-1.2311
Ccdc159,1.231
Ctdsp2,1.2309
Nop56,-1.2309
Uck1,-1.2307
Sohlh1,1.2306
Epha7,-1.2305
Atxn10,-1.2305
Lrch1,-1.2305
Thap12,-1.2304
Pofut2,1.2303
Actr6,-1.2303
Hdhd3,-1.2302
Disp2,-1.2302
Mettl7a1,-1.2302
Gm17750,-1.2302
Fam120aos,-1.2301
Rabgap1l,-1.23
Minpp1,-1.23
Eftud2,1.23
Dhx16,1.23
Ufsp1,1.23
Mfsd11,-1.23
D4Ertd298e,-1.2299
Siah1a,-1.2299
Ankrd6,-1.2298
Wdr75,-1.2298
Fam212a,-1.2297
Coa5,1.2297
Faf1,1.2297
Lsm10,-1.2296
Tmem101,-1.2296
Sbno1,1.2296
BE987722,-1.2296
Zscan21,1.2295
Ric8b,1.2295
Ogfrl1,1.2294
Map4k4,-1.2293
Wipf2,1.2292
1810062O18Rik,1.2292
Terf1,-1.2291
1447135_at,1.2291
1457943_at,-1.229
3110035C09Rik,1.229
2010111I01Rik,1.229
Atxn7l3b,-1.229
Ralgapa1,-1.2286
Zfp110,1.2286
Prrt3,1.2286
Eno1,1.2286
Exoc8,1.2286
Psma1,-1.2286
Ppp2r5c,1.2285
Rab15,1.2285
Smarcd2,-1.2284
Abhd13,-1.2284
Gtf2e1,-1.2284
Mras,1.2283
AW492981,1.2283
Cyth1,-1.2282
Ust,-1.228
Lsm1,-1.2279
Arhgef12,1.2278
Khdc3,-1.2278
Tcp10c,1.2277
Klf3,-1.2276
AW490245,1.2276
Tnn,1.2276
Sox6,-1.2275
Prpf40a,-1.2274
Simc1,-1.2274
Scamp4,1.2273
Lrrc4,1.2273
Sh3gl1,-1.2273
5330430B06Rik,-1.2273
B4galt6,-1.2272
Aldh2,-1.2272
Pigx,-1.2271
Timm10,-1.2269
A930007D18Rik,1.2269
Pdia6,-1.2269
C330018D20Rik,-1.2268
Ccdc171,-1.2267
Adgra3,1.2267
Tpsb2,1.2267
4930447F24Rik,1.2266
Prpf19,-1.2265
Tcf12,-1.2264
Atp8a1,1.2264
Ctnna1,1.2264
Iars,-1.2263
Cog1,1.2263
Mtdh,1.2263
Thrsp,-1.2262
3010001F23Rik,-1.2262
Arhgdia,1.226
Tbkbp1,-1.2259
Selplg,-1.2259
BE956567,1.2259
Oscp1,1.2259
Parp2,-1.2258
BG070581,1.2257
Rflna,1.2257
Lta4h,-1.2257
Ipmk,-1.2257
Alg13,1.2256
Vps13a,1.2256
Pias2,-1.2256
1456808_at,-1.2255
Amigo1,1.2255
Rab40c,-1.2255
Fmnl2,-1.2254
1444695_at,1.2254
Myo5b,-1.2254
Ids,-1.2253
Ppp1r12c,1.225
Tssk1,1.2249
Mief2,-1.2247
Gys2,1.2246
Ift122,-1.2246
Crcp,-1.2244
Stoml1,-1.2243
Vps28,1.2243
Isca1,1.2243
Stac2,1.2243
Rbm18,-1.2242
Plvap,1.2242
Rccd1,-1.2242
Ust,-1.224
Selenoi,1.224
Dab1,1.224
Dab1,1.224
Vps13a,1.2239
Fam135a,1.2239
Mtx3,-1.2238
Stambp,1.2238
Map3k3,1.2238
LOC66376,-1.2238
Map9,-1.2238
Cct4,-1.2237
Tjp1,-1.2237
Gpr50,1.2237
Rgs8,1.2236
Cwc15,1.2235
Pcyt2,1.2235
Osgepl1,1.2235
Ssbp2,-1.2235
Arpp19,1.2234
Luc7l2,-1.2234
Lin7c,-1.2234
Pds5b,-1.2234
Ptbp2,-1.2234
Cspp1,-1.2233
B230354K17Rik,-1.2233
Mok,-1.2232
D2Bwg1423e,1.2231
Slc9a3r2,1.2231
Dpp7,1.223
Mboat1,1.223
BE984840,-1.2228
Ephb1,1.2228
Ube2f,1.2228
AK016596,-1.2227
6330417A16Rik,1.2227
Cdc14b,1.2227
Hipk3,1.2226
Appl2,-1.2225
Tsacc,-1.2224
Gtf2h1,-1.2224
Ccdc124,1.2224
1438862_at,1.2223
BG071024,1.2223
9830166K06Rik,-1.2223
Ankrd49,-1.2222
Dnajb4,-1.2222
Nmral1,-1.2222
Pou2f1,1.2222
Cep63,1.2222
Sbsn,1.2222
1458082_at,1.2221
Zxdc,-1.222
BB047746,1.222
Nrxn3,1.222
Brpf1,-1.222
Jakmip1,1.2219
5730492I20Rik,1.2219
Vti1a,-1.2218
Terb1,1.2218
Zfp53,-1.2218
Ttc19,-1.2218
Rsf1,-1.2218
Slc30a1,-1.2216
BE687142,1.2216
Mark1,-1.2216
Fbxl15,1.2215
Dok5,1.2215
Hmgn3,-1.2215
1443233_at,-1.2213
Rpf2,-1.2212
Nes,1.2212
Atf7ip,-1.2212
Thap12,-1.221
Lrrfip1,-1.221
Pms1,-1.221
4931408D14Rik,-1.221
